time,step,actual_x,actual_y,actual_z,expected_x,expected_y,expected_z,actual_roll,actual_pitch,actual_yaw,expected_roll,expected_pitch,expected_yaw,error_x_mm,error_y_mm,error_z_mm,error_roll_deg,error_pitch_deg,error_yaw_deg,cycle_time_ms
0.028000,14,0.091185,-0.231303,0.663195,0.086361,-0.231373,0.662367,-130.845877,61.546826,50.611200,-129.827315,61.685374,50.556956,4.823471,0.069700,0.828327,-0.204235,-0.460358,0.951183,2.000000
0.030000,15,0.091144,-0.231302,0.663191,0.086010,-0.231381,0.662311,-130.797808,61.616651,50.689351,-129.708133,61.754914,50.624332,5.134057,0.079873,0.880057,-0.225084,-0.485356,1.025286,2.000000
0.032000,16,0.091097,-0.231300,0.663185,0.085659,-0.231391,0.662255,-130.749020,61.687016,50.765801,-129.587433,61.825173,50.692367,5.438139,0.090339,0.929954,-0.245899,-0.510662,1.097828,2.000000
0.034000,17,0.091044,-0.231300,0.663176,0.085309,-0.231401,0.662198,-130.699533,61.757860,50.840336,-129.465212,61.896151,50.761072,5.735535,0.101053,0.977932,-0.266637,-0.536317,1.168608,2.000000
0.036000,18,0.090985,-0.231300,0.663166,0.084959,-0.231412,0.662142,-130.649345,61.829136,50.912793,-129.341465,61.967844,50.830460,6.026093,0.111974,1.023908,-0.287260,-0.562349,1.237455,2.000000
0.038000,19,0.090919,-0.231301,0.663153,0.084609,-0.231424,0.662085,-130.598444,61.900809,50.983047,-129.216188,62.040252,50.900541,6.309685,0.123070,1.067804,-0.307737,-0.588772,1.304227,2.000000
0.040000,20,0.090846,-0.231303,0.663138,0.084260,-0.231438,0.662028,-130.546803,61.972851,51.051008,-129.089378,62.113373,50.971326,6.586211,0.134315,1.109543,-0.328036,-0.615591,1.368804,2.000000
0.042000,21,0.090766,-0.231306,0.663120,0.083911,-0.231452,0.661971,-130.494385,62.045242,51.116617,-128.961030,62.187207,51.042829,6.855589,0.145688,1.149049,-0.348127,-0.642806,1.431089,2.000000
0.044000,22,0.090680,-0.231310,0.663100,0.083562,-0.231467,0.661914,-130.441146,62.117963,51.179839,-128.831140,62.261750,51.115060,7.117760,0.157172,1.186251,-0.367982,-0.670407,1.491002,2.000000
0.046000,23,0.090587,-0.231314,0.663078,0.083215,-0.231483,0.661857,-130.387034,62.191001,51.240665,-128.699704,62.337002,51.188032,7.372681,0.168758,1.221078,-0.387574,-0.698381,1.548478,2.000000
0.048000,24,0.090488,-0.231319,0.663053,0.082868,-0.231500,0.661799,-130.331990,62.264345,51.299103,-128.566718,62.412962,51.261757,7.620327,0.180439,1.253462,-0.406873,-0.726714,1.603468,2.000000
0.050000,25,0.090382,-0.231326,0.663025,0.082521,-0.231518,0.661742,-130.275952,62.337986,51.355179,-128.432178,62.489628,51.336248,7.860685,0.192212,1.283337,-0.425854,-0.755385,1.655935,2.000000
0.052000,26,0.090269,-0.231333,0.662995,0.082175,-0.231537,0.661685,-130.218852,62.411917,51.408937,-128.296080,62.566997,51.411518,8.093758,0.204079,1.310638,-0.444487,-0.784374,1.705854,2.000000
0.054000,27,0.090149,-0.231341,0.662962,0.081830,-0.231557,0.661627,-130.160620,62.486129,51.460432,-128.158419,62.645070,51.487580,8.319560,0.216043,1.335304,-0.462746,-0.813656,1.753210,2.000000
0.056000,28,0.090023,-0.231351,0.662927,0.081485,-0.231579,0.661570,-130.101182,62.560620,51.509732,-128.019191,62.723844,51.564447,8.538118,0.228113,1.357276,-0.480603,-0.843208,1.797996,2.000000
0.058000,29,0.089890,-0.231361,0.662889,0.081141,-0.231601,0.661512,-130.040462,62.635382,51.556916,-127.878392,62.803317,51.642133,8.749465,0.240298,1.376498,-0.498031,-0.873003,1.840215,2.000000
0.060000,30,0.089751,-0.231372,0.662847,0.080798,-0.231625,0.661455,-129.978381,62.710413,51.602072,-127.736017,62.883488,51.720652,8.953648,0.252611,1.392916,-0.515001,-0.903015,1.879875,2.000000
0.062000,31,0.089606,-0.231384,0.662804,0.080455,-0.231649,0.661397,-129.914860,62.785709,51.645296,-127.592062,62.964356,51.800016,9.150719,0.265065,1.406478,-0.531488,-0.933216,1.916992,2.000000
0.064000,32,0.089454,-0.231397,0.662757,0.080113,-0.231675,0.661340,-129.849818,62.861267,51.686693,-127.446523,63.045919,51.880242,9.340739,0.277678,1.417137,-0.547464,-0.963578,1.951589,2.000000
0.066000,33,0.089296,-0.231412,0.662707,0.079772,-0.231702,0.661282,-129.783173,62.937084,51.726373,-127.299395,63.128175,51.961343,9.523776,0.290467,1.424849,-0.562903,-0.994074,1.983692,2.000000
0.068000,34,0.089132,-0.231427,0.662655,0.079432,-0.231730,0.661225,-129.714843,63.013159,51.764453,-127.150672,63.211122,52.043334,9.699904,0.303452,1.429571,-0.577778,-1.024674,2.013334,2.000000
0.070000,35,0.088962,-0.231443,0.662599,0.079093,-0.231759,0.661168,-129.644745,63.089490,51.801055,-127.000351,63.294759,52.126230,9.869202,0.316654,1.431265,-0.592064,-1.055349,2.040552,2.000000
0.072000,36,0.088787,-0.231460,0.662541,0.078755,-0.231790,0.661111,-129.572795,63.166075,51.836306,-126.848427,63.379084,52.210046,10.031754,0.330094,1.429896,-0.605736,-1.086072,2.065385,2.000000
0.074000,37,0.088605,-0.231478,0.662480,0.078417,-0.231822,0.661054,-129.498910,63.242913,51.870335,-126.694894,63.464094,52.294798,10.187649,0.343796,1.425432,-0.618769,-1.116812,2.087877,2.000000
0.076000,38,0.088418,-0.231497,0.662416,0.078081,-0.231854,0.660998,-129.423007,63.320005,51.903278,-126.539747,63.549789,52.380501,10.336981,0.357784,1.417844,-0.631139,-1.147541,2.108076,2.000000
0.078000,39,0.088225,-0.231516,0.662349,0.077745,-0.231889,0.660941,-129.345003,63.397350,51.935270,-126.382982,63.636166,52.467171,10.479845,0.372081,1.407109,-0.642823,-1.178231,2.126033,2.000000
0.080000,40,0.088027,-0.231537,0.662278,0.077411,-0.231924,0.660885,-129.264815,63.474948,51.966452,-126.224593,63.723223,52.554825,10.616341,0.386714,1.393204,-0.653798,-1.208852,2.141799,2.000000
0.082000,41,0.087824,-0.231559,0.662205,0.077077,-0.231960,0.660829,-129.182363,63.552799,51.996965,-126.064574,63.810959,52.643479,10.746570,0.401706,1.376111,-0.664043,-1.239377,2.155430,2.000000
0.084000,42,0.087616,-0.231581,0.662129,0.076745,-0.231998,0.660774,-129.097565,63.630906,52.026952,-125.902920,63.899371,52.733150,10.870638,0.417086,1.355817,-0.673537,-1.269778,2.166982,2.000000
0.086000,43,0.087402,-0.231605,0.662051,0.076414,-0.232038,0.660718,-129.010341,63.709268,52.056559,-125.739626,63.988456,52.823855,10.988649,0.432877,1.332311,-0.682259,-1.300025,2.176515,2.000000
0.088000,44,0.087184,-0.231629,0.661969,0.076084,-0.232078,0.660663,-128.920610,63.787887,52.085931,-125.574685,64.078214,52.915611,11.100711,0.449108,1.305585,-0.690190,-1.330093,2.184088,2.000000
0.090000,45,0.086961,-0.231654,0.661884,0.075754,-0.232120,0.660608,-128.828296,63.866766,52.115214,-125.408091,64.168641,53.008436,11.206932,0.465803,1.275636,-0.697313,-1.359954,2.189763,2.000000
0.092000,46,0.086734,-0.231680,0.661796,0.075427,-0.232163,0.660554,-128.733322,63.945907,52.144556,-125.239839,64.259734,53.102348,11.307422,0.482989,1.242463,-0.703609,-1.389581,2.193603,2.000000
0.094000,47,0.086502,-0.231706,0.661706,0.075100,-0.232207,0.660500,-128.635610,64.025310,52.174104,-125.069922,64.351493,53.197365,11.402289,0.500693,1.206071,-0.709062,-1.418948,2.195671,2.000000
0.096000,48,0.086266,-0.231734,0.661612,0.074774,-0.232253,0.660446,-128.535087,64.104981,52.204004,-124.898334,64.443914,53.293505,11.491645,0.518940,1.166466,-0.713656,-1.448029,2.196030,2.000000
0.098000,49,0.086026,-0.231762,0.661516,0.074450,-0.232300,0.660393,-128.431679,64.184920,52.234403,-124.725067,64.536994,53.390788,11.575597,0.537756,1.123659,-0.717378,-1.476799,2.194747,2.000000
0.100000,50,0.085781,-0.231791,0.661417,0.074127,-0.232348,0.660340,-128.325315,64.265132,52.265447,-124.550115,64.630731,53.489232,11.654256,0.557167,1.077664,-0.720213,-1.505233,2.191884,2.000000
0.102000,51,0.085533,-0.231821,0.661316,0.073805,-0.232398,0.660287,-128.215925,64.345619,52.297280,-124.373472,64.725122,53.588856,11.727729,0.577197,1.028497,-0.722150,-1.533307,2.187509,2.000000
0.104000,52,0.085281,-0.231852,0.661211,0.073485,-0.232450,0.660235,-128.103440,64.426385,52.330046,-124.195129,64.820165,53.689682,11.796125,0.597871,0.976180,-0.723176,-1.560997,2.181685,2.000000
0.106000,53,0.085026,-0.231883,0.661104,0.073166,-0.232502,0.660184,-127.987793,64.507434,52.363887,-124.015080,64.915856,53.791727,11.859549,0.619213,0.920737,-0.723282,-1.588279,2.174477,2.000000
0.108000,54,0.084767,-0.231915,0.660995,0.072849,-0.232556,0.660132,-127.868919,64.588769,52.398944,-123.833316,65.012191,53.895013,11.918107,0.641248,0.862195,-0.722458,-1.615132,2.165951,2.000000
0.110000,55,0.084504,-0.231948,0.660883,0.072532,-0.232612,0.660082,-127.746755,64.670394,52.435356,-123.649831,65.109169,53.999560,11.971902,0.663997,0.800584,-0.720695,-1.641534,2.156169,2.000000
0.112000,56,0.084239,-0.231981,0.660768,0.072218,-0.232668,0.660032,-127.621239,64.752312,52.473259,-123.464615,65.206786,54.105390,12.021037,0.687484,0.735938,-0.717987,-1.667463,2.145197,2.000000
0.114000,57,0.083970,-0.232015,0.660651,0.071904,-0.232727,0.659982,-127.492312,64.834529,52.512789,-123.277661,65.305037,54.212523,12.065611,0.711729,0.668294,-0.714328,-1.692898,2.133097,2.000000
0.116000,58,0.083698,-0.232050,0.660531,0.071593,-0.232786,0.659934,-127.359916,64.917048,52.554078,-123.088959,65.403921,54.320981,12.105721,0.736756,0.597692,-0.709711,-1.717821,2.119931,2.000000
0.118000,59,0.083424,-0.232085,0.660409,0.071282,-0.232848,0.659885,-127.223994,64.999873,52.597256,-122.898502,65.503432,54.430785,12.141465,0.762584,0.524173,-0.704134,-1.742211,2.105760,2.000000
0.120000,60,0.083147,-0.232121,0.660285,0.070974,-0.232910,0.659837,-127.084493,65.083008,52.642450,-122.706280,65.603568,54.541959,12.172935,0.789232,0.447784,-0.697593,-1.766050,2.090644,2.000000
0.122000,61,0.082867,-0.232157,0.660159,0.070667,-0.232974,0.659790,-126.941362,65.166458,52.689785,-122.512284,65.704325,54.654525,12.200222,0.816721,0.368573,-0.690086,-1.789321,2.074644,2.000000
0.124000,62,0.082584,-0.232195,0.660031,0.070361,-0.233040,0.659744,-126.794550,65.250225,52.739383,-122.316504,65.805697,54.768504,12.223416,0.845068,0.286591,-0.681612,-1.812006,2.057816,2.000000
0.126000,63,0.082300,-0.232233,0.659900,0.070057,-0.233107,0.659698,-126.644009,65.334315,52.791364,-122.118930,65.907683,54.883922,12.242601,0.874292,0.201890,-0.672171,-1.834089,2.040218,2.000000
0.128000,64,0.082013,-0.232271,0.659768,0.069755,-0.233175,0.659653,-126.489693,65.418731,52.845843,-121.919553,66.010276,55.000801,12.257861,0.904408,0.114528,-0.661765,-1.855555,2.021905,2.000000
0.130000,65,0.081724,-0.232310,0.659633,0.069454,-0.233245,0.659609,-126.331560,65.503477,52.902932,-121.718361,66.113472,55.119165,12.269276,0.935434,0.024563,-0.650394,-1.876388,2.002931,2.000000
0.132000,66,0.081432,-0.232350,0.659497,0.069155,-0.233317,0.659565,-126.169567,65.588556,52.962742,-121.515345,66.217268,55.239039,12.276924,0.967384,-0.067944,-0.638064,-1.896575,1.983348,2.000000
0.134000,67,0.081139,-0.232390,0.659359,0.068858,-0.233390,0.659522,-126.003675,65.673973,53.025379,-121.310493,66.321657,55.360446,12.280880,1.000274,-0.162931,-0.624776,-1.916103,1.963208,2.000000
0.136000,68,0.080844,-0.232430,0.659220,0.068563,-0.233464,0.659480,-125.833845,65.759730,53.090946,-121.103793,66.426636,55.483413,12.281214,1.034116,-0.260332,-0.610538,-1.934959,1.942560,2.000000
0.138000,69,0.080547,-0.232472,0.659079,0.068269,-0.233541,0.659439,-125.660043,65.845831,53.159541,-120.895235,66.532199,55.607964,12.277997,1.068925,-0.360080,-0.595354,-1.953130,1.921451,2.000000
0.140000,70,0.080249,-0.232513,0.658936,0.067977,-0.233618,0.659398,-125.482236,65.932279,53.231262,-120.684806,66.638342,55.734125,12.271294,1.104711,-0.462105,-0.579231,-1.970607,1.899929,2.000000
0.142000,71,0.079949,-0.232556,0.658792,0.067687,-0.233697,0.659359,-125.300391,66.019077,53.306200,-120.472494,66.745057,55.861923,12.261166,1.141487,-0.566337,-0.562178,-1.987380,1.878036,2.000000
0.144000,72,0.079647,-0.232599,0.658647,0.067399,-0.233778,0.659320,-125.114480,66.106227,53.384444,-120.258287,66.852341,55.991382,12.247675,1.179263,-0.672703,-0.544203,-2.003437,1.855817,2.000000
0.146000,73,0.079344,-0.232642,0.658500,0.067113,-0.233860,0.659282,-124.924475,66.193733,53.466080,-120.042170,66.960188,56.122532,12.230877,1.218049,-0.781128,-0.525315,-2.018772,1.833311,2.000000
0.148000,74,0.079040,-0.232686,0.658353,0.066829,-0.233944,0.659244,-124.730351,66.281596,53.551190,-119.824132,67.068590,56.255397,12.210826,1.257854,-0.891536,-0.505526,-2.033375,1.810557,2.000000
0.150000,75,0.078734,-0.232731,0.658204,0.066547,-0.234029,0.659208,-124.532085,66.369818,53.639852,-119.604158,67.177543,56.390007,12.187572,1.298686,-1.003850,-0.484846,-2.047240,1.787594,2.000000
0.152000,76,0.078427,-0.232776,0.658055,0.066266,-0.234116,0.659173,-124.329655,66.458402,53.732139,-119.382234,67.287041,56.526389,12.161163,1.340552,-1.117991,-0.463288,-2.060360,1.764456,2.000000
0.154000,77,0.078119,-0.232821,0.657904,0.065988,-0.234205,0.659138,-124.123042,66.547349,53.828124,-119.158347,67.397076,56.664570,12.131644,1.383459,-1.233879,-0.440865,-2.072729,1.741177,2.000000
0.156000,78,0.077810,-0.232867,0.657753,0.065711,-0.234295,0.659105,-123.912228,66.636660,53.927874,-118.932480,67.507642,56.804581,12.099058,1.427413,-1.351432,-0.417591,-2.084343,1.717788,2.000000
0.158000,79,0.077500,-0.232914,0.657602,0.065437,-0.234386,0.659072,-123.697197,66.726337,54.031451,-118.704619,67.618733,56.946450,12.063444,1.472419,-1.470568,-0.393479,-2.095197,1.694319,2.000000
0.160000,80,0.077189,-0.232961,0.657449,0.065165,-0.234479,0.659041,-123.477935,66.816380,54.138918,-118.474749,67.730340,57.090206,12.024837,1.518480,-1.591205,-0.368545,-2.105286,1.670799,2.000000
0.162000,81,0.076878,-0.233008,0.657297,0.064894,-0.234574,0.659010,-123.254431,66.906790,54.250329,-118.242853,67.842458,57.235880,11.983273,1.565601,-1.713257,-0.342806,-2.114609,1.647253,2.000000
0.164000,82,0.076565,-0.233056,0.657144,0.064626,-0.234670,0.658980,-123.026674,66.997567,54.365740,-118.008915,67.955079,57.383501,11.938783,1.613785,-1.836641,-0.316278,-2.123163,1.623707,2.000000
0.166000,83,0.076252,-0.233105,0.656990,0.064360,-0.234768,0.658952,-122.794655,67.088712,54.485199,-117.772918,68.068194,57.533101,11.891394,1.663032,-1.961270,-0.288978,-2.130946,1.600181,2.000000
0.168000,84,0.075938,-0.233154,0.656837,0.064097,-0.234867,0.658924,-122.558367,67.180223,54.608753,-117.534846,68.181797,57.684710,11.841134,1.713344,-2.087058,-0.260924,-2.137957,1.576697,2.000000
0.170000,85,0.075623,-0.233204,0.656684,0.063835,-0.234968,0.658898,-122.317805,67.272102,54.736445,-117.294680,68.295880,57.838359,11.788027,1.764722,-2.213920,-0.232135,-2.144196,1.553274,2.000000
0.172000,86,0.075308,-0.233254,0.656530,0.063575,-0.235071,0.658872,-122.072964,67.364346,54.868315,-117.052402,68.410433,57.994081,11.732093,1.817164,-2.341768,-0.202630,-2.149662,1.529930,2.000000
0.174000,87,0.074992,-0.233304,0.656377,0.063318,-0.235175,0.658848,-121.823842,67.456956,55.004400,-116.807994,68.525449,58.151908,11.673353,1.870671,-2.470515,-0.172428,-2.154356,1.506679,2.000000
0.176000,88,0.074675,-0.233356,0.656224,0.063063,-0.235281,0.658824,-121.570438,67.549929,55.144735,-116.561437,68.640919,58.311872,11.611824,1.925239,-2.600074,-0.141551,-2.158280,1.483535,2.000000
0.178000,89,0.074358,-0.233407,0.656072,0.062811,-0.235388,0.658802,-121.312752,67.643265,55.289348,-116.312712,68.756835,58.474007,11.547521,1.980866,-2.730357,-0.110018,-2.161436,1.460510,2.000000
0.180000,90,0.074041,-0.233460,0.655920,0.062560,-0.235497,0.658781,-121.050786,67.736961,55.438268,-116.061798,68.873186,58.638346,11.480458,2.037549,-2.861276,-0.077851,-2.163824,1.437615,2.000000
0.182000,91,0.073723,-0.233512,0.655768,0.062312,-0.235608,0.658761,-120.784543,67.831016,55.591521,-115.808676,68.989965,58.804922,11.410647,2.095284,-2.992746,-0.045072,-2.165449,1.414860,2.000000
0.184000,92,0.073405,-0.233565,0.655617,0.062067,-0.235720,0.658742,-120.514026,67.925428,55.749127,-115.553325,69.107160,58.973771,11.338097,2.154065,-3.124677,-0.011703,-2.166314,1.392250,2.000000
0.186000,93,0.073086,-0.233619,0.655467,0.061823,-0.235833,0.658724,-120.239242,68.020193,55.911107,-115.295724,69.224764,59.144927,11.262816,2.213886,-3.256985,0.022234,-2.166422,1.369792,2.000000
0.188000,94,0.072767,-0.233674,0.655318,0.061582,-0.235948,0.658708,-119.960195,68.115310,56.077478,-115.035850,69.342765,59.318425,11.184812,2.274743,-3.389581,0.056715,-2.165777,1.347491,2.000000
0.190000,95,0.072448,-0.233728,0.655170,0.061344,-0.236065,0.658692,-119.676894,68.210775,56.248253,-114.773682,69.461154,59.494300,11.104091,2.336626,-3.522380,0.091718,-2.164383,1.325349,2.000000
0.192000,96,0.072128,-0.233784,0.655023,0.061108,-0.236183,0.658678,-119.389346,68.306585,56.423444,-114.509197,69.579919,59.672589,11.020656,2.399529,-3.655297,0.127218,-2.162247,1.303368,2.000000
0.194000,97,0.071809,-0.233840,0.654877,0.060874,-0.236303,0.658665,-119.097561,68.402737,56.603063,-114.242373,69.699052,59.853327,10.934511,2.463443,-3.788245,0.163191,-2.159372,1.281549,2.000000
0.196000,98,0.071489,-0.233896,0.654732,0.060643,-0.236425,0.658653,-118.801549,68.499228,56.787115,-113.973185,69.818540,60.036552,10.845659,2.528358,-3.921142,0.199615,-2.155765,1.259890,2.000000
0.198000,99,0.071168,-0.233953,0.654589,0.060414,-0.236548,0.658643,-118.501319,68.596052,56.975607,-113.701610,69.938373,60.222301,10.754099,2.594264,-4.053902,0.236463,-2.151432,1.238390,2.000000
0.200000,100,0.070848,-0.234011,0.654447,0.060188,-0.236672,0.658633,-118.196884,68.693207,57.168542,-113.427622,70.058539,60.410612,10.659833,2.661151,-4.186444,0.273712,-2.146378,1.217046,2.000000
0.202000,101,0.070527,-0.234069,0.654307,0.059964,-0.236798,0.658625,-117.888255,68.790688,57.365923,-113.151198,70.179027,60.601521,10.562860,2.729007,-4.318685,0.311336,-2.140611,1.195852,2.000000
0.204000,102,0.070207,-0.234128,0.654168,0.059743,-0.236926,0.658618,-117.575444,68.888491,57.567748,-112.872310,70.299825,60.795068,10.463180,2.797821,-4.450545,0.349310,-2.134136,1.174804,2.000000
0.206000,103,0.069886,-0.234188,0.654031,0.059525,-0.237055,0.658613,-117.258465,68.986611,57.774018,-112.590935,70.420921,60.991292,10.360792,2.867578,-4.581943,0.387610,-2.126962,1.153896,2.000000
0.208000,104,0.069565,-0.234248,0.653896,0.059309,-0.237186,0.658608,-116.937330,69.085043,57.984728,-112.307044,70.542303,61.190231,10.255693,2.938266,-4.712800,0.426210,-2.119094,1.133119,2.000000
0.210000,105,0.069244,-0.234308,0.653762,0.059096,-0.237318,0.658605,-116.612053,69.183782,58.199875,-112.020611,70.663958,61.391926,10.147881,3.009871,-4.843038,0.465085,-2.110542,1.112467,2.000000
0.212000,106,0.068923,-0.234369,0.653631,0.058885,-0.237452,0.658603,-116.282649,69.282822,58.419452,-111.731609,70.785875,61.596415,10.037355,3.082377,-4.972582,0.504208,-2.101312,1.091931,2.000000
0.214000,107,0.068601,-0.234431,0.653501,0.058677,-0.237587,0.658603,-115.949131,69.382160,58.643454,-111.440010,70.908039,61.803740,9.924112,3.155768,-5.101354,0.543556,-2.091412,1.071500,2.000000
0.216000,108,0.068280,-0.234494,0.653374,0.058472,-0.237724,0.658603,-115.611512,69.481787,58.871872,-111.145784,71.030438,62.013942,9.808151,3.230030,-5.229282,0.583102,-2.080850,1.051164,2.000000
0.218000,109,0.067959,-0.234557,0.653249,0.058269,-0.237862,0.658605,-115.269809,69.581700,59.104699,-110.848904,71.153059,62.227060,9.689468,3.305144,-5.356292,0.622820,-2.069635,1.030913,2.000000
0.220000,110,0.067637,-0.234621,0.653126,0.058069,-0.238002,0.658609,-114.924034,69.681892,59.341924,-110.549340,71.275887,62.443138,9.568063,3.381093,-5.482313,0.662686,-2.057774,1.010736,2.000000
0.222000,111,0.067316,-0.234685,0.653006,0.057872,-0.238143,0.658613,-114.574201,69.782356,59.583537,-110.247062,71.398910,62.662215,9.443934,3.457860,-5.607274,0.702675,-2.045275,0.990619,2.000000
0.224000,112,0.066995,-0.234750,0.652888,0.057678,-0.238286,0.658619,-114.220326,69.883087,59.829529,-109.942040,71.522113,62.884336,9.317080,3.535424,-5.731108,0.742759,-2.032148,0.970551,2.000000
0.226000,113,0.066674,-0.234816,0.652772,0.057486,-0.238430,0.658626,-113.862422,69.984077,60.079887,-109.634243,71.645482,63.109542,9.187500,3.613767,-5.853747,0.782916,-2.018401,0.950520,2.000000
0.228000,114,0.066352,-0.234883,0.652660,0.057297,-0.238576,0.658635,-113.500503,70.085320,60.334602,-109.323640,71.769002,63.337876,9.055194,3.692868,-5.975127,0.823119,-2.004042,0.930511,2.000000
0.230000,115,0.066031,-0.234950,0.652549,0.057111,-0.238723,0.658644,-113.134581,70.186808,60.593660,-109.010199,71.892659,63.569380,8.920163,3.772708,-6.095182,0.863343,-1.989079,0.910511,2.000000
0.232000,116,0.065710,-0.235018,0.652442,0.056928,-0.238871,0.658656,-112.764671,70.288535,60.857050,-108.693889,72.016438,63.804100,8.782409,3.853264,-6.213851,0.903565,-1.973522,0.890507,2.000000
0.234000,117,0.065389,-0.235087,0.652337,0.056747,-0.239021,0.658668,-112.390784,70.390494,61.124761,-108.374676,72.140324,64.042077,8.641933,3.934515,-6.331073,0.943759,-1.957379,0.870486,2.000000
0.236000,118,0.065068,-0.235156,0.652235,0.056570,-0.239172,0.658682,-112.012933,70.492675,61.396781,-108.052528,72.264301,64.283357,8.498739,4.016437,-6.446789,0.983902,-1.940659,0.850432,2.000000
0.238000,119,0.064748,-0.235226,0.652136,0.056395,-0.239325,0.658697,-111.631130,70.595073,61.673097,-107.727412,72.388355,64.527983,8.352831,4.099010,-6.560943,1.023969,-1.923370,0.830332,2.000000
0.240000,120,0.064427,-0.235297,0.652040,0.056223,-0.239479,0.658713,-111.245386,70.697677,61.953700,-107.399293,72.512468,64.776000,8.204214,4.182207,-6.673479,1.063936,-1.905522,0.810172,2.000000
0.242000,121,0.064107,-0.235369,0.651946,0.056054,-0.239635,0.658731,-110.855712,70.800481,62.238577,-107.068139,72.636627,65.027453,8.052894,4.266007,-6.784342,1.103780,-1.887122,0.789937,2.000000
0.244000,122,0.063787,-0.235441,0.651856,0.055888,-0.239792,0.658750,-110.462118,70.903475,62.527718,-106.733915,72.760813,65.282386,7.898878,4.350383,-6.893482,1.143478,-1.868180,0.769615,2.000000
0.246000,123,0.063467,-0.235515,0.651769,0.055725,-0.239950,0.658770,-110.064613,71.006652,62.821112,-106.396586,72.885012,65.540845,7.742174,4.435310,-7.000848,1.183007,-1.848704,0.749190,2.000000
0.248000,124,0.063147,-0.235589,0.651685,0.055564,-0.240110,0.658792,-109.663206,71.110001,63.118751,-106.056116,73.009206,65.802875,7.582793,4.520764,-7.106392,1.222345,-1.828702,0.728650,2.000000
0.250000,125,0.062828,-0.235664,0.651605,0.055407,-0.240271,0.658815,-109.257906,71.213513,63.420625,-105.712472,73.133380,66.068521,7.420745,4.606718,-7.210068,1.261469,-1.808184,0.707980,2.000000
