step,t_s,segment,status,traj_t,left_error_m,right_error_m,left_speed_mps,right_speed_mps,left_target_x_m,left_target_y_m,left_target_z_m,left_actual_x_m,left_actual_y_m,left_actual_z_m,right_target_x_m,right_target_y_m,right_target_z_m,right_actual_x_m,right_actual_y_m,right_actual_z_m,tau_00_nm,tau_01_nm,tau_02_nm,tau_03_nm,tau_04_nm,tau_05_nm,tau_06_nm,tau_07_nm,tau_08_nm,tau_09_nm,tau_10_nm,tau_11_nm,tau_12_nm,tau_13_nm,q_00_rad,q_01_rad,q_02_rad,q_03_rad,q_04_rad,q_05_rad,q_06_rad,q_07_rad,q_08_rad,q_09_rad,q_10_rad,q_11_rad,q_12_rad,q_13_rad,qd_00_rad_s,qd_01_rad_s,qd_02_rad_s,qd_03_rad_s,qd_04_rad_s,qd_05_rad_s,qd_06_rad_s,qd_07_rad_s,qd_08_rad_s,qd_09_rad_s,qd_10_rad_s,qd_11_rad_s,qd_12_rad_s,qd_13_rad_s
300,0.300000,home_hold,0,0.301000,0.000005210,0.000005625,0.010225142,0.010702259,0.071867500,0.215360776,0.012730000,0.071868874,0.215355828,0.012729117,0.163132424,-0.212337808,0.022708944,0.163134200,-0.212332492,0.022708471,0.434400795,0.051812380,0.032916104,-0.137156625,0.033891376,0.050204579,0.002516495,0.375314451,-0.093189455,-0.040828540,0.652412264,-0.022803522,-0.055229014,-0.026392690,-0.000001668,-0.000022941,-0.000403367,0.000000685,0.000486503,0.000116206,0.000002141,-0.000002530,-0.000005546,0.000096575,0.300003676,-0.000157712,-0.000129191,-0.000012565,0.000285352,-0.048101220,-0.840615071,0.008575146,1.006508937,0.235747839,-0.000154165,0.000359554,-0.008812973,0.187658417,-0.002912900,-0.308679927,-0.260623909,-0.028960274
310,0.310000,home_hold,0,0.311000,0.000005208,0.000005617,0.010225148,0.010702280,0.071867500,0.215360776,0.012730000,0.071868873,0.215355830,0.012729117,0.163132424,-0.212337808,0.022708944,0.163134199,-0.212332499,0.022708477,0.434400654,0.051812312,0.032916104,-0.137156766,0.033891380,0.050204551,0.002516490,0.375314202,-0.093189297,-0.040828541,0.652412416,-0.022803520,-0.055228995,-0.026392687,-0.000001722,-0.000022947,-0.000403353,0.000000569,0.000486483,0.000116229,0.000002215,-0.000002622,-0.000005524,0.000096576,0.300003852,-0.000157699,-0.000129243,-0.000012492,0.000285341,-0.048101237,-0.840615084,0.008575147,1.006508978,0.235747608,-0.000154200,0.000359568,-0.008813030,0.187658142,-0.002912922,-0.308679684,-0.260623691,-0.028960259
320,0.320000,home_hold,0,0.321000,0.000005206,0.000005610,0.010225153,0.010702299,0.071867500,0.215360776,0.012730000,0.071868872,0.215355832,0.012729117,0.163132424,-0.212337808,0.022708944,0.163134199,-0.212332506,0.022708483,0.434400513,0.051812245,0.032916104,-0.137156906,0.033891383,0.050204524,0.002516484,0.375313954,-0.093189144,-0.040828542,0.652412568,-0.022803518,-0.055228976,-0.026392685,-0.000001777,-0.000022954,-0.000403340,0.000000454,0.000486463,0.000116252,0.000002290,-0.000002713,-0.000005503,0.000096577,0.300004028,-0.000157688,-0.000129294,-0.000012419,0.000285330,-0.048101256,-0.840615096,0.008575148,1.006509019,0.235747378,-0.000154236,0.000359582,-0.008813086,0.187657868,-0.002912944,-0.308679441,-0.260623476,-0.028960244
330,0.330000,home_hold,0,0.331000,0.000005204,0.000005603,0.010225158,0.010702318,0.071867500,0.215360776,0.012730000,0.071868871,0.215355834,0.012729117,0.163132424,-0.212337808,0.022708944,0.163134198,-0.212332513,0.022708489,0.434400371,0.051812180,0.032916103,-0.137157047,0.033891387,0.050204496,0.002516478,0.375313706,-0.093188994,-0.040828543,0.652412720,-0.022803515,-0.055228957,-0.026392683,-0.000001832,-0.000022960,-0.000403327,0.000000339,0.000486444,0.000116274,0.000002364,-0.000002805,-0.000005483,0.000096578,0.300004204,-0.000157676,-0.000129344,-0.000012347,0.000285319,-0.048101274,-0.840615109,0.008575149,1.006509060,0.235747150,-0.000154270,0.000359597,-0.008813139,0.187657593,-0.002912966,-0.308679197,-0.260623264,-0.028960230
340,0.340000,home_hold,0,0.341000,0.000005202,0.000005596,0.010225163,0.010702336,0.071867500,0.215360776,0.012730000,0.071868870,0.215355836,0.012729116,0.163132424,-0.212337808,0.022708944,0.163134198,-0.212332520,0.022708495,0.434400228,0.051812115,0.032916103,-0.137157187,0.033891390,0.050204469,0.002516473,0.375313459,-0.093188847,-0.040828544,0.652412872,-0.022803513,-0.055228938,-0.026392681,-0.000001887,-0.000022966,-0.000403314,0.000000223,0.000486424,0.000116296,0.000002438,-0.000002897,-0.000005463,0.000096579,0.300004379,-0.000157665,-0.000129393,-0.000012274,0.000285309,-0.048101294,-0.840615121,0.008575151,1.006509101,0.235746922,-0.000154304,0.000359611,-0.008813191,0.187657320,-0.002912988,-0.308678954,-0.260623055,-0.028960217
350,0.350000,home_hold,0,0.351000,0.000005200,0.000005589,0.010225168,0.010702354,0.071867500,0.215360776,0.012730000,0.071868869,0.215355838,0.012729116,0.163132424,-0.212337808,0.022708944,0.163134197,-0.212332527,0.022708501,0.434400085,0.051812052,0.032916102,-0.137157327,0.033891394,0.050204442,0.002516467,0.375313211,-0.093188704,-0.040828546,0.652413024,-0.022803511,-0.055228920,-0.026392678,-0.000001942,-0.000022972,-0.000403301,0.000000108,0.000486404,0.000116317,0.000002511,-0.000002988,-0.000005444,0.000096581,0.300004554,-0.000157654,-0.000129441,-0.000012201,0.000285298,-0.048101313,-0.840615133,0.008575152,1.006509142,0.235746696,-0.000154337,0.000359625,-0.008813241,0.187657047,-0.002913009,-0.308678710,-0.260622848,-0.028960203
360,0.360000,home_hold,0,0.361000,0.000005198,0.000005582,0.010225172,0.010702371,0.071867500,0.215360776,0.012730000,0.071868868,0.215355840,0.012729116,0.163132424,-0.212337808,0.022708944,0.163134197,-0.212332533,0.022708507,0.434399941,0.051811990,0.032916102,-0.137157466,0.033891397,0.050204415,0.002516462,0.375312965,-0.093188564,-0.040828547,0.652413175,-0.022803509,-0.055228901,-0.026392676,-0.000001997,-0.000022977,-0.000403287,-0.000000008,0.000486385,0.000116338,0.000002584,-0.000003079,-0.000005425,0.000096582,0.300004729,-0.000157643,-0.000129488,-0.000012127,0.000285288,-0.048101333,-0.840615145,0.008575153,1.006509182,0.235746470,-0.000154370,0.000359639,-0.008813290,0.187656774,-0.002913031,-0.308678466,-0.260622644,-0.028960190
370,0.370000,home_hold,0,0.371000,0.000005196,0.000005576,0.010225177,0.010702388,0.071867500,0.215360776,0.012730000,0.071868867,0.215355842,0.012729116,0.163132424,-0.212337808,0.022708944,0.163134196,-0.212332539,0.022708513,0.434399797,0.051811928,0.032916101,-0.137157606,0.033891400,0.050204387,0.002516457,0.375312718,-0.093188428,-0.040828549,0.652413326,-0.022803507,-0.055228883,-0.026392674,-0.000002052,-0.000022983,-0.000403274,-0.000000123,0.000486366,0.000116358,0.000002657,-0.000003170,-0.000005407,0.000096583,0.300004904,-0.000157632,-0.000129534,-0.000012054,0.000285278,-0.048101354,-0.840615158,0.008575154,1.006509222,0.235746246,-0.000154402,0.000359654,-0.008813338,0.187656502,-0.002913053,-0.308678221,-0.260622443,-0.028960177
380,0.380000,home_hold,0,0.381000,0.000005194,0.000005569,0.010225181,0.010702404,0.071867500,0.215360776,0.012730000,0.071868866,0.215355843,0.012729115,0.163132424,-0.212337808,0.022708944,0.163134196,-0.212332545,0.022708518,0.434399652,0.051811868,0.032916100,-0.137157745,0.033891404,0.050204360,0.002516452,0.375312472,-0.093188295,-0.040828551,0.652413477,-0.022803505,-0.055228865,-0.026392673,-0.000002107,-0.000022988,-0.000403261,-0.000000238,0.000486347,0.000116378,0.000002729,-0.000003261,-0.000005389,0.000096584,0.300005078,-0.000157622,-0.000129579,-0.000011980,0.000285269,-0.048101375,-0.840615170,0.008575155,1.006509262,0.235746023,-0.000154433,0.000359668,-0.008813383,0.187656230,-0.002913074,-0.308677977,-0.260622244,-0.028960164
390,0.390000,home_hold,0,0.391000,0.000005193,0.000005563,0.010225185,0.010702420,0.071867500,0.215360776,0.012730000,0.071868865,0.215355845,0.012729115,0.163132424,-0.212337808,0.022708944,0.163134195,-0.212332551,0.022708524,0.434399506,0.051811808,0.032916099,-0.137157884,0.033891407,0.050204333,0.002516446,0.375312227,-0.093188165,-0.040828553,0.652413628,-0.022803503,-0.055228847,-0.026392671,-0.000002163,-0.000022993,-0.000403248,-0.000000354,0.000486328,0.000116398,0.000002801,-0.000003352,-0.000005372,0.000096585,0.300005252,-0.000157612,-0.000129623,-0.000011907,0.000285260,-0.048101397,-0.840615182,0.008575156,1.006509302,0.235745801,-0.000154464,0.000359682,-0.008813428,0.187655959,-0.002913096,-0.308677733,-0.260622047,-0.028960152
400,0.400000,home_hold,0,0.401000,0.000005191,0.000005557,0.010225188,0.010702435,0.071867500,0.215360776,0.012730000,0.071868864,0.215355846,0.012729115,0.163132424,-0.212337808,0.022708944,0.163134195,-0.212332557,0.022708530,0.434399360,0.051811750,0.032916099,-0.137158023,0.033891411,0.050204307,0.002516442,0.375311982,-0.093188038,-0.040828555,0.652413778,-0.022803501,-0.055228829,-0.026392669,-0.000002218,-0.000022998,-0.000403235,-0.000000469,0.000486309,0.000116417,0.000002873,-0.000003443,-0.000005355,0.000096586,0.300005426,-0.000157602,-0.000129666,-0.000011833,0.000285251,-0.048101418,-0.840615194,0.008575157,1.006509341,0.235745580,-0.000154494,0.000359696,-0.008813471,0.187655688,-0.002913118,-0.308677488,-0.260621853,-0.028960140
410,0.410000,home_hold,0,0.411000,0.000005189,0.000005552,0.010225192,0.010702449,0.071867500,0.215360776,0.012730000,0.071868863,0.215355848,0.012729115,0.163132424,-0.212337808,0.022708944,0.163134194,-0.212332562,0.022708536,0.434399213,0.051811692,0.032916098,-0.137158162,0.033891414,0.050204280,0.002516437,0.375311737,-0.093187914,-0.040828557,0.652413928,-0.022803499,-0.055228812,-0.026392667,-0.000002274,-0.000023003,-0.000403222,-0.000000585,0.000486290,0.000116435,0.000002944,-0.000003533,-0.000005339,0.000096587,0.300005600,-0.000157592,-0.000129708,-0.000011759,0.000285242,-0.048101441,-0.840615206,0.008575158,1.006509381,0.235745359,-0.000154524,0.000359710,-0.008813513,0.187655417,-0.002913139,-0.308677243,-0.260621661,-0.028960128
420,0.420000,home_hold,0,0.421000,0.000005188,0.000005546,0.010225196,0.010702463,0.071867500,0.215360776,0.012730000,0.071868862,0.215355849,0.012729115,0.163132424,-0.212337808,0.022708944,0.163134194,-0.212332567,0.022708542,0.434399066,0.051811636,0.032916097,-0.137158301,0.033891418,0.050204253,0.002516432,0.375311492,-0.093187792,-0.040828560,0.652414079,-0.022803497,-0.055228794,-0.026392665,-0.000002329,-0.000023008,-0.000403208,-0.000000700,0.000486271,0.000116453,0.000003015,-0.000003624,-0.000005323,0.000096587,0.300005773,-0.000157583,-0.000129749,-0.000011685,0.000285233,-0.048101463,-0.840615218,0.008575159,1.006509420,0.235745140,-0.000154553,0.000359724,-0.008813553,0.187655147,-0.002913161,-0.308676998,-0.260621471,-0.028960117
430,0.430000,home_hold,0,0.431000,0.000005186,0.000005541,0.010225199,0.010702477,0.071867500,0.215360776,0.012730000,0.071868862,0.215355851,0.012729114,0.163132424,-0.212337808,0.022708944,0.163134193,-0.212332572,0.022708548,0.434398919,0.051811580,0.032916096,-0.137158439,0.033891421,0.050204226,0.002516427,0.375311248,-0.093187674,-0.040828562,0.652414228,-0.022803495,-0.055228777,-0.026392664,-0.000002385,-0.000023013,-0.000403195,-0.000000815,0.000486253,0.000116471,0.000003086,-0.000003714,-0.000005307,0.000096588,0.300005947,-0.000157573,-0.000129790,-0.000011611,0.000285224,-0.048101486,-0.840615231,0.008575160,1.006509459,0.235744922,-0.000154582,0.000359738,-0.008813592,0.187654878,-0.002913182,-0.308676753,-0.260621283,-0.028960106
440,0.440000,home_hold,0,0.441000,0.000005185,0.000005535,0.010225202,0.010702490,0.071867500,0.215360776,0.012730000,0.071868861,0.215355852,0.012729114,0.163132424,-0.212337808,0.022708944,0.163134192,-0.212332577,0.022708554,0.434398771,0.051811525,0.032916095,-0.137158577,0.033891424,0.050204199,0.002516423,0.375311005,-0.093187558,-0.040828565,0.652414378,-0.022803493,-0.055228760,-0.026392662,-0.000002441,-0.000023017,-0.000403182,-0.000000931,0.000486235,0.000116489,0.000003157,-0.000003804,-0.000005292,0.000096589,0.300006120,-0.000157564,-0.000129829,-0.000011537,0.000285216,-0.048101510,-0.840615243,0.008575161,1.006509497,0.235744704,-0.000154610,0.000359753,-0.008813630,0.187654609,-0.002913204,-0.308676508,-0.260621098,-0.028960095
450,0.450000,home_hold,0,0.451000,0.000005183,0.000005530,0.010225205,0.010702503,0.071867500,0.215360776,0.012730000,0.071868860,0.215355854,0.012729114,0.163132424,-0.212337808,0.022708944,0.163134192,-0.212332582,0.022708560,0.434398622,0.051811471,0.032916094,-0.137158715,0.033891428,0.050204173,0.002516418,0.375310761,-0.093187445,-0.040828568,0.652414527,-0.022803491,-0.055228743,-0.026392660,-0.000002497,-0.000023021,-0.000403169,-0.000001046,0.000486216,0.000116506,0.000003227,-0.000003894,-0.000005278,0.000096590,0.300006292,-0.000157556,-0.000129868,-0.000011462,0.000285208,-0.048101534,-0.840615255,0.008575162,1.006509536,0.235744487,-0.000154637,0.000359767,-0.008813667,0.187654340,-0.002913225,-0.308676263,-0.260620914,-0.028960084
460,0.460000,home_hold,0,0.461000,0.000005182,0.000005525,0.010225208,0.010702515,0.071867500,0.215360776,0.012730000,0.071868859,0.215355855,0.012729114,0.163132424,-0.212337808,0.022708944,0.163134191,-0.212332587,0.022708566,0.434398473,0.051811417,0.032916093,-0.137158853,0.033891431,0.050204146,0.002516414,0.375310518,-0.093187334,-0.040828570,0.652414676,-0.022803489,-0.055228726,-0.026392659,-0.000002553,-0.000023026,-0.000403156,-0.000001161,0.000486198,0.000116522,0.000003297,-0.000003984,-0.000005263,0.000096591,0.300006465,-0.000157547,-0.000129906,-0.000011388,0.000285200,-0.048101558,-0.840615267,0.008575163,1.006509574,0.235744272,-0.000154664,0.000359781,-0.008813702,0.187654072,-0.002913246,-0.308676018,-0.260620733,-0.028960074
470,0.470000,home_hold,0,0.471000,0.000005180,0.000005520,0.010225211,0.010702527,0.071867500,0.215360776,0.012730000,0.071868858,0.215355856,0.012729113,0.163132424,-0.212337808,0.022708944,0.163134191,-0.212332591,0.022708571,0.434398324,0.051811365,0.032916091,-0.137158991,0.033891435,0.050204120,0.002516410,0.375310276,-0.093187226,-0.040828573,0.652414825,-0.022803487,-0.055228710,-0.026392657,-0.000002609,-0.000023030,-0.000403143,-0.000001277,0.000486180,0.000116539,0.000003367,-0.000004074,-0.000005249,0.000096592,0.300006637,-0.000157538,-0.000129944,-0.000011313,0.000285192,-0.048101582,-0.840615279,0.008575164,1.006509613,0.235744057,-0.000154691,0.000359795,-0.008813737,0.187653804,-0.002913267,-0.308675773,-0.260620554,-0.028960064
480,0.480000,home_hold,0,0.481000,0.000005179,0.000005516,0.010225214,0.010702539,0.071867500,0.215360776,0.012730000,0.071868858,0.215355857,0.012729113,0.163132424,-0.212337808,0.022708944,0.163134190,-0.212332596,0.022708577,0.434398174,0.051811313,0.032916090,-0.137159129,0.033891438,0.050204093,0.002516406,0.375310034,-0.093187120,-0.040828576,0.652414974,-0.022803485,-0.055228693,-0.026392656,-0.000002665,-0.000023034,-0.000403130,-0.000001392,0.000486162,0.000116555,0.000003436,-0.000004163,-0.000005236,0.000096592,0.300006809,-0.000157530,-0.000129980,-0.000011238,0.000285185,-0.048101607,-0.840615291,0.008575164,1.006509651,0.235743843,-0.000154717,0.000359808,-0.008813770,0.187653537,-0.002913289,-0.308675528,-0.260620376,-0.028960054
490,0.490000,home_hold,0,0.491000,0.000005178,0.000005511,0.010225216,0.010702550,0.071867500,0.215360776,0.012730000,0.071868857,0.215355859,0.012729113,0.163132424,-0.212337808,0.022708944,0.163134189,-0.212332600,0.022708583,0.434398024,0.051811262,0.032916089,-0.137159266,0.033891442,0.050204067,0.002516401,0.375309792,-0.093187016,-0.040828580,0.652415123,-0.022803483,-0.055228677,-0.026392655,-0.000002721,-0.000023038,-0.000403117,-0.000001507,0.000486144,0.000116570,0.000003505,-0.000004253,-0.000005223,0.000096593,0.300006981,-0.000157522,-0.000130016,-0.000011164,0.000285178,-0.048101632,-0.840615302,0.008575165,1.006509689,0.235743629,-0.000154742,0.000359822,-0.008813803,0.187653270,-0.002913310,-0.308675282,-0.260620201,-0.028960045
500,0.500000,home_hold,0,0.501000,0.000005177,0.000005506,0.010225219,0.010702560,0.071867500,0.215360776,0.012730000,0.071868856,0.215355860,0.012729113,0.163132424,-0.212337808,0.022708944,0.163134189,-0.212332604,0.022708589,0.434397873,0.051811211,0.032916088,-0.137159403,0.033891445,0.050204040,0.002516397,0.375309551,-0.093186915,-0.040828583,0.652415271,-0.022803481,-0.055228660,-0.026392653,-0.000002777,-0.000023041,-0.000403104,-0.000001622,0.000486126,0.000116586,0.000003574,-0.000004342,-0.000005210,0.000096594,0.300007152,-0.000157514,-0.000130051,-0.000011089,0.000285170,-0.048101657,-0.840615314,0.008575166,1.006509727,0.235743417,-0.000154767,0.000359836,-0.008813834,0.187653004,-0.002913331,-0.308675037,-0.260620027,-0.028960035
510,0.510000,home_hold,0,0.511000,0.000005175,0.000005502,0.010225221,0.010702571,0.071867500,0.215360776,0.012730000,0.071868856,0.215355861,0.012729112,0.163132424,-0.212337808,0.022708944,0.163134188,-0.212332608,0.022708595,0.434397722,0.051811161,0.032916087,-0.137159540,0.033891448,0.050204014,0.002516393,0.375309310,-0.093186816,-0.040828586,0.652415419,-0.022803479,-0.055228644,-0.026392652,-0.000002833,-0.000023045,-0.000403091,-0.000001738,0.000486109,0.000116601,0.000003643,-0.000004431,-0.000005198,0.000096595,0.300007324,-0.000157506,-0.000130085,-0.000011014,0.000285163,-0.048101683,-0.840615326,0.008575167,1.006509764,0.235743205,-0.000154792,0.000359850,-0.008813865,0.187652738,-0.002913352,-0.308674792,-0.260619855,-0.028960026
520,0.520000,home_hold,0,0.521000,0.000005174,0.000005498,0.010225223,0.010702581,0.071867500,0.215360776,0.012730000,0.071868855,0.215355862,0.012729112,0.163132424,-0.212337808,0.022708944,0.163134188,-0.212332612,0.022708601,0.434397570,0.051811112,0.032916085,-0.137159678,0.033891452,0.050203988,0.002516390,0.375309069,-0.093186719,-0.040828590,0.652415567,-0.022803478,-0.055228628,-0.026392651,-0.000002890,-0.000023049,-0.000403078,-0.000001853,0.000486091,0.000116615,0.000003712,-0.000004520,-0.000005185,0.000096595,0.300007495,-0.000157499,-0.000130119,-0.000010939,0.000285156,-0.048101709,-0.840615338,0.008575167,1.006509802,0.235742994,-0.000154816,0.000359864,-0.008813894,0.187652472,-0.002913373,-0.308674546,-0.260619685,-0.028960018
530,0.530000,home_hold,0,0.531000,0.000005173,0.000005494,0.010225225,0.010702591,0.071867500,0.215360776,0.012730000,0.071868855,0.215355863,0.012729112,0.163132424,-0.212337808,0.022708944,0.163134187,-0.212332616,0.022708606,0.434397418,0.051811064,0.032916084,-0.137159814,0.033891455,0.050203962,0.002516386,0.375308829,-0.093186624,-0.040828593,0.652415715,-0.022803476,-0.055228612,-0.026392650,-0.000002946,-0.000023052,-0.000403065,-0.000001968,0.000486074,0.000116630,0.000003780,-0.000004609,-0.000005174,0.000096596,0.300007666,-0.000157491,-0.000130152,-0.000010864,0.000285150,-0.048101735,-0.840615350,0.008575168,1.006509839,0.235742783,-0.000154840,0.000359878,-0.008813923,0.187652207,-0.002913394,-0.308674301,-0.260619517,-0.028960009
540,0.540000,home_hold,0,0.541000,0.000005172,0.000005490,0.010225227,0.010702600,0.071867500,0.215360776,0.012730000,0.071868854,0.215355864,0.012729112,0.163132424,-0.212337808,0.022708944,0.163134186,-0.212332620,0.022708612,0.434397266,0.051811016,0.032916082,-0.137159951,0.033891459,0.050203935,0.002516382,0.375308589,-0.093186531,-0.040828597,0.652415862,-0.022803474,-0.055228597,-0.026392648,-0.000003003,-0.000023055,-0.000403052,-0.000002084,0.000486056,0.000116644,0.000003848,-0.000004698,-0.000005162,0.000096597,0.300007836,-0.000157484,-0.000130184,-0.000010789,0.000285143,-0.048101762,-0.840615362,0.008575169,1.006509876,0.235742574,-0.000154863,0.000359892,-0.008813950,0.187651942,-0.002913415,-0.308674056,-0.260619351,-0.028960001
550,0.550000,home_hold,0,0.551000,0.000005171,0.000005486,0.010225229,0.010702609,0.071867500,0.215360776,0.012730000,0.071868853,0.215355865,0.012729111,0.163132424,-0.212337808,0.022708944,0.163134186,-0.212332623,0.022708618,0.434397114,0.051810969,0.032916081,-0.137160088,0.033891462,0.050203909,0.002516378,0.375308350,-0.093186440,-0.040828600,0.652416010,-0.022803472,-0.055228581,-0.026392647,-0.000003059,-0.000023059,-0.000403038,-0.000002199,0.000486039,0.000116657,0.000003915,-0.000004787,-0.000005151,0.000096598,0.300008007,-0.000157477,-0.000130216,-0.000010713,0.000285137,-0.048101789,-0.840615374,0.008575170,1.006509913,0.235742365,-0.000154886,0.000359905,-0.008813977,0.187651678,-0.002913436,-0.308673811,-0.260619186,-0.028959993
560,0.560000,home_hold,0,0.561000,0.000005170,0.000005482,0.010225231,0.010702618,0.071867500,0.215360776,0.012730000,0.071868853,0.215355866,0.012729111,0.163132424,-0.212337808,0.022708944,0.163134185,-0.212332627,0.022708624,0.434396961,0.051810922,0.032916080,-0.137160224,0.033891465,0.050203883,0.002516375,0.375308111,-0.093186351,-0.040828604,0.652416157,-0.022803470,-0.055228565,-0.026392646,-0.000003116,-0.000023062,-0.000403025,-0.000002314,0.000486022,0.000116671,0.000003983,-0.000004875,-0.000005140,0.000096598,0.300008177,-0.000157470,-0.000130247,-0.000010638,0.000285131,-0.048101816,-0.840615385,0.008575170,1.006509950,0.235742157,-0.000154909,0.000359919,-0.008814003,0.187651414,-0.002913457,-0.308673565,-0.260619022,-0.028959985
570,0.570000,home_hold,0,0.571000,0.000005169,0.000005478,0.010225233,0.010702626,0.071867500,0.215360776,0.012730000,0.071868852,0.215355867,0.012729111,0.163132424,-0.212337808,0.022708944,0.163134184,-0.212332630,0.022708630,0.434396807,0.051810876,0.032916078,-0.137160361,0.033891469,0.050203857,0.002516371,0.375307872,-0.093186264,-0.040828608,0.652416304,-0.022803469,-0.055228550,-0.026392645,-0.000003172,-0.000023065,-0.000403012,-0.000002430,0.000486005,0.000116684,0.000004050,-0.000004963,-0.000005129,0.000096599,0.300008347,-0.000157463,-0.000130278,-0.000010562,0.000285124,-0.048101843,-0.840615397,0.008575171,1.006509987,0.235741949,-0.000154931,0.000359933,-0.008814028,0.187651151,-0.002913478,-0.308673320,-0.260618861,-0.028959977
580,0.580000,home_hold,0,0.581000,0.000005168,0.000005475,0.010225234,0.010702635,0.071867500,0.215360776,0.012730000,0.071868852,0.215355868,0.012729111,0.163132424,-0.212337808,0.022708944,0.163134184,-0.212332633,0.022708636,0.434396654,0.051810831,0.032916077,-0.137160497,0.033891472,0.050203831,0.002516368,0.375307634,-0.093186179,-0.040828612,0.652416451,-0.022803467,-0.055228534,-0.026392644,-0.000003229,-0.000023068,-0.000402999,-0.000002545,0.000485988,0.000116697,0.000004117,-0.000005051,-0.000005119,0.000096599,0.300008516,-0.000157456,-0.000130307,-0.000010487,0.000285118,-0.048101871,-0.840615409,0.008575171,1.006510024,0.235741742,-0.000154952,0.000359946,-0.008814052,0.187650888,-0.002913499,-0.308673075,-0.260618700,-0.028959970
